Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"35907","1","","","2008-08-30 11:57:41","","6","7504","<p>I have a .Net compact framework application with a frankly unimpressive UI.</p>

<p>My win32 app uses Dev Express components and looks great, but I can't find anything similar for the compact framework.</p>

<p>Can anyone recommend components that will jazz up my UI?</p>

<p>Does such a thing exist, oram I going to have to owner draw my components or even worse use native code?</p>
","3732","jeff w","12870","Oli","2008-09-24 15:26:19","2013-03-12 21:48:17","3rd Party UI components for .net Compact Framework?","<.net><user-interface><compact-framework>","3","0","7","2013-03-12 22:42:35","2011-03-08 14:54:36"
"220151","1","220223","","2008-10-20 22:22:53","","5","7504","<p>I have a script that needs to extract data temporarily to do extra operations on it, but then doesn't need to store it any further after the script has run.  I currently have the data in question in a series of temporary local tables (CREATE TABLE #table), which are then dropped as their use is completed.  I was considering switching to physical tables, treated in the same way (CREATE TABLE table), if there would be an improvement in the speed of the script for it (or other advantages, maybe?).</p>

<p>...So, is there a difference in performance, between temporary tables and physical tables?  From what I'm reading, temporary tables are just physical tables that only the session running the script can look at (cutting down on locking issues).</p>

<p>EDIT: I should point out that I'm talking about physical tables vs. temporary tables.  There is a lot of info available about temporary tables vs. table variables, e.g. <a href=""http://sqlnerd.blogspot.com/2005/09/temp-tables-vs-table-variables.html"" rel=""nofollow noreferrer""><a href=""http://sqlnerd.blogspot.com/2005/09/temp-tables-vs-table-variables.html"" rel=""nofollow noreferrer"">http://sqlnerd.blogspot.com/2005/09/temp-tables-vs-table-variables.html</a></a>.</p>
","27290","Margaret","3743","Kevin Fairchild","2008-11-17 13:52:04","2008-11-17 13:52:04","What is the comparative speed of temporary tables to physical tables in SQL?","<sql><sql-server><sql-server-2005><tsql>","5","0","2","",""
"432322","1","432727","","2009-01-11 03:49:19","","3","7505","<p>I've seen it claimed that the following are ""pretty much equivalent"":</p>

<pre><code>foo([NSString stringWithString:@""blah""])                       # version 1
foo([[[NSString alloc] initWithString:@""blah""] autorelease])   # version 2
</code></pre>

<p>Are the above in fact literally equivalent or are there any subtle differences?
What are reasons to prefer one or the other?</p>
","4234","dreeves","691409","","2014-05-30 17:25:16","2014-05-30 17:25:16","""stringWithString"" vs ""alloc ... initWithString ... autorelease""","<objective-c><cocoa><string><memory>","4","0","1","",""
"334302","1","338505","","2008-12-02 15:24:56","","12","7505","<p>Which component to use to play mp3 files from streams/files and also to know the lenght in seconds of that mp3 stream?</p>
","27016","Irfan Mulic","","","","2009-12-15 21:34:07","Playing mp3 with delphi","<delphi><audio><mp3>","4","0","2","",""
"465606","1","9268189","","2009-01-21 14:50:33","","4","7505","<p>I have an MSI for a .NET application that I created using Visual Studio 2005 that includes a custom action to write some registry keys at the end of the install.  I found that the installer works fine on Windows XP SP2 and SP3.  However, when I try to run the installer on a Vista PC, the installer seems to get almost all the way to the end, but then dies and rolls back giving an Error Code 2869.</p>

<p>I logged in with an account that is an Administrator, but I still get the same error.</p>
","26500","Millhouse","","","","2012-10-28 07:50:44","MSI Error Code 2869 on Vista","<.net><windows-vista><installer><windows-installer>","5","0","2","",""
"616528","1","616550","","2009-03-05 20:43:31","","2","7505","<p>I have a web in Sharepoint 2007. I have sites with permission for certain roles. When a user with a role that has not got permission to enter the site, Sharepoint redirects him/her to accessdenied.aspx which has Sharepoint design.
How can I change this redirection so that it goes to a customized one? I don't know if the server will be shared with other Sharepoint webs, so i don't dare to edit accesdenied.aspx directly (i have not verified if i can anyway).</p>

<p>I would need precise code and indications, because i am no guru of Sharepoint.</p>
","31791","netadictos","","","","2014-04-17 09:09:57","Customize accessdenied.aspx in Sharepoint","<sharepoint><sharepoint-2007>","2","0","","",""
"75076","1","75297","","2008-09-16 17:54:56","","17","7506","<p>I would like to be able to obtain all the parameter values from the stack frame in .NET. A bit like how you're able to see the values in the call stack when in the Visual Studio debugger. My approach has concentrated on using the <a href=""http://msdn.microsoft.com/en-us/library/system.diagnostics.stackframe%28v=vs.71%29.aspx"" rel=""noreferrer"">StackFrame class</a> and then to reflect over a <a href=""http://msdn.microsoft.com/en-us/library/system.reflection.parameterinfo%28v=vs.71%29.aspx"" rel=""noreferrer"">ParameterInfo</a> array. I've had success with reflection and properties, but this is proving a bit trickier.</p>

<p>Is there an approach for achieving this?</p>

<p>The code so far looks like this:</p>

<pre><code>class Program
{
    static void Main(string[] args)
    {
        A a = new A();
        a.Go(1);
    }
}

public class A
{
    internal void Go(int x)
    {
        B b = new B();
        b.Go(4);
    }
}

public class B
{
    internal void Go(int y)
    {
        Console.WriteLine(GetStackTrace());

    }
    public static string GetStackTrace()
    {
        StringBuilder sb = new StringBuilder();
        StackTrace st = new StackTrace(true);
        StackFrame[] frames = st.GetFrames();

        foreach (StackFrame frame in frames)
        {
            MethodBase method = frame.GetMethod();

            sb.AppendFormat(""{0} - {1}"",method.DeclaringType, method.Name);
            ParameterInfo[] paramaters = method.GetParameters();
            foreach (ParameterInfo paramater in paramaters)
            {
                sb.AppendFormat(""{0}: {1}"", paramater.Name, paramater.ToString());
            }
            sb.AppendLine();
        }
        return sb.ToString();
    }
}
</code></pre>

<h2>The output looks like this:</h2>

<pre><code>SfApp.B - GetStackTrace
SfApp.B - Go
y: Int32 y
SfApp.A - Go
x: Int32 x
SfApp.Program - Main
args: System.String[] args
</code></pre>

<h2>I'd like it to look more like this:</h2>

<pre><code>SfApp.B - GetStackTrace
SfApp.B - Go
y: 4
SfApp.A - Go
x: 1
SfApp.Program - Main
</code></pre>

<hr/>

<p>Just for a bit of context, my plan was to try and use this when I throw my own exceptions. I'll look at your suggestions in more detail and see if I can see it fitting.</p>
","2422","Martin Clarke","63550","Martin Clarke","2013-07-12 20:05:53","2013-07-12 20:05:53","Obtain parameter values from a stack frame in .NET?","<c#><.net><reflection>","1","0","5","",""
"22903","1","22911","","2008-08-22 17:09:14","","6","7506","<p>I know this isn't strictly a programming question but y'all must have experienced this. </p>

<p>So...you have four or five RDP sessions open over the corp VPN, you're bashing away inside your favourite IDE, your VPN to the data centre bounces briefly then recovers, all your RDP sessions start re-establishing their connections and whilst doing so sequentially keep grabbing focus, one after the other. Pretty bloody annoying and downright rude.</p>

<p>Any idea how to prevent this behaviour and just make the RDP client flash it's taskbar button instead of totally grabbing focus away from whatever you were doing?</p>

<p>@<a href=""https://stackoverflow.com/questions/22903/how-do-i-stop-the-windows-rdp-client-grabbing-focus-after-a-reconnect#22911"">Jason</a> - thanks for the reply, I'm running 64 bit Vista and 64 Bit Windows 2008. Any ideas how well it plays?</p>

<p>@<a href=""https://stackoverflow.com/questions/22903/how-do-i-stop-the-windows-rdp-client-grabbing-focus-after-a-reconnect#23049"">Jason</a> - good idea. Done.</p>

<p>@<a href=""https://stackoverflow.com/questions/22903/how-do-i-stop-the-windows-rdp-client-grabbing-focus-after-a-reconnect#23139"">Ryan</a> - thanks also for the answer. I tried <a href=""http://www.codeplex.com/Terminals"" rel=""nofollow noreferrer"">Terminals</a> a few times before, but quite often I need to see two or three sessions side by side which the tabbing doesn't really facilitate too well, would've been nice to have a 'pop out in own window' button. I did once grab the source code to fix stuff like that, but never got the time. I also found it behaved oddly whenever there was a brief network disconnect (e.g. xDSL flapping) and it would reconnect to the wrong session (usually a new one) and leave the session I had opened in a disconnected state on the server. Otherwise Terminals would've been really cool, we have 200+ windows servers, and organising all those .rdp files can be a pain.</p>
","419","Kev","-1","Kev","2017-05-23 12:13:37","2013-10-03 10:19:00","How do I stop Windows applications from stealing focus","<terminal-services><rdp>","3","0","3","2013-10-03 15:07:10",""
"642400","1","642519","","2009-03-13 12:15:54","","2","7508","<p>Platform - ARM9</p>

<p>I have a third party device connected via I2C to the ARM9. My problem is the I2C read/write is getting in a twist. It appears the IRQ line is asserted but never de-asserted when there is data to read. The read fails as the third-party device NACKs the address packet. So any subsequent write fails.</p>

<p>I am wondering if my interrupt handling in ok. In the ISR that services the IRQ, I disable interrupts, unregister the interrupt handler and then signal to the task to go read from the I2C bus. Finally, I re-enable the interrupts.</p>

<p>When the task services the signal posted above, I attempt to read data from the I2C bus but this fails. Finally, I always reregister the ISR after ever read attempt. There is no interrupt disabling/enabling that takes place during handling of the read signal.</p>

<p>My question is do I need to disable interrupts when reading/writing to the I2C bus? </p>

<p>Programming language of choice is c using propriety RTOS.</p>
","77673","MeThinks","44330","Jason S","2009-03-13 13:18:16","2009-03-13 23:40:32","I2C ISR and Interrupts","<c><embedded><arm><i2c>","3","3","","",""
"597554","1","597562","","2009-02-28 05:29:28","","5","7509","<p>I have date strings such as <em>2009-02-28 15:40:05 AEDST</em> and want to convert it into SYSTEMTIME structure. So far I have:</p>

<pre><code>SYSTEMTIME st;
FILETIME ft;
SecureZeroMemory(&amp;st, sizeof(st));
sscanf_s(contents, ""%u-%u-%u %u:%u:%u"",
    &amp;st.wYear,
    &amp;st.wMonth,
    &amp;st.wDay,
    &amp;st.wHour,
    &amp;st.wMinute,
    &amp;st.wSecond);
// Timezone correction
SystemTimeToFileTime(&amp;st,  &amp;ft);
LocalFileTimeToFileTime(&amp;ft, &amp;ft);
FileTimeToSystemTime(&amp;ft, &amp;st);
</code></pre>

<p>However my local timezone is not AEDST. So I need to be able to specify the timezone when converting to UTC.</p>
","486","grom","811","","2009-06-21 21:52:45","2017-05-17 10:15:47","How to convert between timezones with win32 API?","<c><windows><winapi>","2","0","2","",""
"596593","1","596622","","2009-02-27 20:39:29","","2","7510","<p>I'm trying to write a custom JavascriptConverter for use with a WebService I'm writing. I have to write a custom converter, because Microsoft.JScript.JSObject doesn't support IDictionary, so it gets treated as an array. I have this part working fine. However, because Microsoft.JScript.ArrayObject is a subclass of Microsoft.JScript.JSObject, it also trys to convert it using the same method. How can I return something that will be serialized as a JSON array? I have to return an IDictionary, which will become a JSON object. Is there something I'm missing?</p>

<p>Specifically, how do I return something from Serialize that gets serialized as an Array, not as an Object.</p>

<p>Thanks!</p>

<p>EDIT:</p>

<p>I guess I need to be more specific.</p>

<p>Microsoft.JScript.JSObject implements IEnumerable, but not IDictionary. Microsoft.JScript.ArrayObject is a subclass of Microsoft.JScript.JSObject. If I create a .asmx in JScript.NET, when I try to return a JSObject, it gets serialized as an array (because it implements IEnumerable, but not IDictionary), which means that only the property names in the object get serialized. Of course, If I hand back an ArrayObject, it works properly, and serializes it as an array.</p>

<p>So, I implemented a subclass of JavascriptConverter, which says that its SupportedType is Microsoft.JScript.JSObject. Now, JSObjects get properly serialized. However, because ArrayObject is a subclass of JSObject, JavascriptSerializer no longer takes care of serializing ArrayObjects itself, it hands it off to the JSObject serializer. The question is, how does my custom serializer return something that the JavaScriptSerializer will properly treat as an array, not as an object -- Serialize is forced to return an IDictionary, and that gets serialized as an object, not an array.</p>

<p>Does this question make more sense?</p>

<p>BTW: I've looked at WCF and C# instead, but the DataContractJsonSerializer output is completely useless unless you're going to only ever access it using a WCF client; I'm planning to retrieve it using jQuery.</p>

<p>Answer:</p>

<p>I finally understood what bdukes was trying to say, and it works! You need to tell it it's an array when returning the dictionary (although this won't work for a top-level array). Here is the <code>Serialize</code> function that I would up writing:</p>

<pre><code>   public override IDictionary&lt;string, object&gt; Serialize (object obj, JavaScriptSerializer serializer) {
        JSObject jsobj = obj as JSObject;
        Dictionary&lt;string, object&gt; netdict = new Dictionary&lt;string, object&gt;();

        if (jsobj != null) {
            foreach (string prop in jsobj) {
                object value = jsobj.GetField(prop, BindingFlags.Default).GetValue(jsobj);
                switch (value.GetType().FullName) {
                    case ""Microsoft.JScript.ArrayObject"":
                        object[] arr_obj = ((IEnumerable)(Microsoft.JScript.ArrayObject)value).Cast&lt;object&gt;().ToArray&lt;object&gt;();
                        netdict.Add(prop, arr_obj);
                        break;
                    default:
                        netdict.Add(prop, value);
                        break;
                }
            }
        }
        return netdict;
    }
</code></pre>
","1030573","Ricky","1030573","Ricky","2009-02-27 23:00:44","2009-02-27 23:00:44","When creating a JavascriptConverter, how to return an array?","<c#><web-services><jscript.net>","1","2","1","",""
"298669","1","298722","","2008-11-18 13:06:40","","2","7510","<p>How can I find the location of exe that runs as a windows service in run-time?</p>
","34623","Mohammadreza","86017","","2011-05-11 18:33:26","2014-12-29 08:17:33","How can I find the location of exe that runs as a windows service in run-time?","<.net><windows-services>","8","2","","",""
"309205","1","","","2008-11-21 15:58:03","","37","7510","<p>Since C# is strongly typed, do we really need to prefix variables anymore?</p>

<p>e.g.</p>

<pre><code>iUserAge
iCounter
strUsername
</code></pre>

<p>I used to prefix in the past, but <b>going forward I don't see any benefit</b>.</p>
","39677","Blankman","33225","Blankman","2010-08-23 22:42:23","2013-03-25 21:24:00","Are variable prefixes (“Hungarian notation”) really necessary anymore?","<c#><naming-conventions><hungarian-notation>","29","3","8","2013-03-26 04:34:24",""
"477607","1","477621","","2009-01-25 11:52:54","","6","7511","<p>I am working with asp.net website project that some of pages need authentication. I am using asp.net membership.  </p>

<p>I read some answers. e.g. make all of those pages in folder and create inner web.config that describe the privilege. This is one way solve the problem but I need way that is more fixable and effective.</p>
","36446","ecleel","6521","Paul Dixon","2009-01-25 12:02:28","2012-02-08 20:23:53","what is the best way to make some pages in asp.net require login?","<asp.net><authentication><membership>","2","2","3","",""
"429076","1","429393","","2009-01-09 18:05:51","","4","7511","<p>In my code, when a button is clicked the progress bar is set to marquee and then my BackgroundWorker is called but when the BackgroundWorker is called the progress bar freezes or disappears. I use the BackgroundWorker to seperate the RefreshReport method of the ReportViewer from the UI thread. Any help is appreciated. Thanks!</p>

<pre><code>    Private Sub btnOtherReport_Click(ByVal sender As System.Object, ByVal e As System.EventArgs) Handles btnOtherReport.Click
        rvReport.ProcessingMode = ProcessingMode.Remote
        rvReport.ShowParameterPrompts = False
        rvReport.ServerReport.ReportServerUrl = New Uri(""REPORT_SERVER_URL"")
        rvReport.ServerReport.ReportPath = ""REPORT_PATH""
        rvReport.BackColor = Color.White

        BackgroundWorker1.RunWorkerAsync()
    End Sub


    Private Sub BackgroundWorker1_DoWork(ByVal sender As Object, ByVal e As System.ComponentModel.DoWorkEventArgs) Handles BackgroundWorker1.DoWork
        RefreshReport()
    End Sub


    Private Sub BackgroundWorker1_RunWorkerCompleted(ByVal sender As Object, ByVal e As System.ComponentModel.RunWorkerCompletedEventArgs) Handles BackgroundWorker1.RunWorkerCompleted
        pbReports.Style = ProgressBarStyle.Blocks
        pbReports.Value = 100
    End Sub


    Public Sub RefreshReport()
        rvReport.BeginInvoke(New MethodInvoker(AddressOf rvReport.RefreshReport))
    End Sub
</code></pre>
","299","Bryan Roth","","","","2009-01-09 20:04:51","Marquee ProgressBar unresponsive with BackgroundWorker","<vb.net><progress-bar><backgroundworker><marquee>","2","0","1","",""
"110274","1","110326","","2008-09-21 04:51:56","","3","7512","<p>I'm using VMware Workstation 6.0 for simulation of tight clusters of ""blades"" in a ""chassis"". Both the host and target OSs are Linux. Each ""chassis"" uses a vmnet switch as a virtual backplane, to which the virtual blades connect. Other vmnet switches are used to mediate point-to-point connections between mutiple virtual ethernet adapters on each blade VM. The chassis, and thus the VMs, are brought up and shutdown rather frequently. My scripts (python) make heavy use of the VIX api, and also manipulate the .vmx config file.<br><br>
What do I gain and/or lose going from VMware Workstation to ESX? Do my scripts that use the VIX api still work? Do my rather complicated virtual network topologies, with lots of vmnet switches defined as ""custom"", still work the same way? Is the syntax and semantics of the .vmx config file the same between Workstation and ESX?<br><br>Thanks in advance for your help.</p>
","14028","Kevin Little","","","","2017-07-12 07:48:19","VMware ESX vs. VMware Workstation","<vmware><virtualization><simulation>","4","0","1","",""
"460115","1","460231","","2009-01-20 04:13:44","","8","7512","<p>I'm considering how to make my iPhone application as ""bullet proof"" as possible.</p>

<p>Right now, I'm thinking about how the app will respond to the user hitting the home button at a critical point in the application's processing.</p>

<p>What <em>exactly</em> happens? Are any more instructions executed in the application's threads? </p>

<p>When applicationWillTerminate gets called, I've read that the application ""has a few seconds before the os kills the process"" - again, what exactly happens?</p>
","19391","Alan","","","","2009-09-13 02:53:14","How exactly does applicationWillTerminate work on iPhone?","<iphone>","3","0","2","",""
"576240","1","598998","","2009-02-23 01:02:34","","1","7512","<p>So I found <a href=""https://stackoverflow.com/questions/326919/disabling-button-with-javascript-ff-vs-ie/327152#327152"">this</a> recommendation, but I can't quite seem to figure out how.</p>

<p>This is the code I originally started with:</p>

<pre><code>   function greySubmits(e) {
      var value = e.srcElement.defaultValue;
      // This doesn't work, but it needs to
      $(e).insert('&lt;input type=""hidden"" name=""commit"" value=""' + value + '"" /&gt;');

      // This causes IE to not submit at all
      $$(""input[type='submit']"").each(function(v) {v.disabled = true;})
   }

   // This works fine
   Event.observe(window, 'load', function() {
     $$(""input[type='submit']"").each(function(e) {
        Event.observe(e, 'click', greySubmits);
     });
  });
</code></pre>

<p>Anyway, I am pretty close, but I can't seem to get any further.</p>

<p>Thanks for any help at all!</p>

<p><strong>Update</strong>:  Sorry, I guess I wasn't entirely clear.  I'd like to disable all of the submit buttons when someone clicks a submit button.  But I <strong>do</strong> need to send along the value of the submit button so the server knows which button I clicked, hence the insert call.  (Note: insert does <a href=""http://www.prototypejs.org/api/element/insert"" rel=""nofollow noreferrer""><strong>not</strong></a> create a child of the element you call it on.)  And then after disabling the submit buttons I need to call the containing form of the submit buttons submit call, as IE will not submit after you disable the button.  Does that make sense?</p>
","12448","Frew","-1","Frew","2017-05-23 12:01:17","2013-12-30 17:59:07","How can I unobtrusively disable submit buttons with Javascript and Prototype?","<javascript><prototypejs>","4","1","","",""
"247127","1","247239","","2008-10-29 14:58:48","","7","7513","<p>I'm trying to upload documents to SharePoint using web services attaching custom metadata to the files.  I've searched but have not found a good tutorial covering all these topics.  Can anybody point me in the right direction?</p>

<p>Here's why I think I need to use web services:
I'm developing on XP and the Sharepoint object model is not remotable.  This means any code which has ""using Microsoft.Sharepoint"" is out :-(
I'm looked into the CopyIntoItems web service but am having trouble implementing it myself.  I was hoping for a clear tutorial.  I've tried using the sample code from <a href=""http://msdn.microsoft.com/en-us/library/copy.copy.copyintoitems.aspx"" rel=""nofollow noreferrer"">http://msdn.microsoft.com/en-us/library/copy.copy.copyintoitems.aspx</a> , but I'm not sure what my sourceURL should be.  Also, since I can't use ""Microsoft.Sharepoint"" references, I'm wondering what my Fields will look like?  (Is this my metadata?)  Also, I'm curious as to why only Website projects allow me to add a web service.
Once the file is ""in"" Sharepoint using that web service, I'll have to use another one to update custom columns, or metadata.  Some of these are freeform text, but other must match entries in lists or lookups.  I haven't found any information on this yet.</p>

<p>Thank you for your help!</p>
","17234","Dave","","","","2008-10-29 18:04:27","Sharepoint Web Services Tutorial","<web-services><sharepoint>","2","0","3","",""
