Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate
"164597","1","164670","","2008-10-02 21:03:20","","4","8008","<p>My server has both Subversion and Apache installed, and the Apache web directory is also a Subversion working copy. The reason for this is that the simple command <code>svn update /server/staging</code> will deploy the latest source to the staging server.</p>

<p>Apache public web directory: <code>/server/staging</code> <em>— (This is an SVN working copy.)</em></p>

<p>I have two users on my server, 'richard' and 'austin'. They both are members of the 'developers' group. I recursively set permissions on the /server directory to richard:developers, using ""sudo chown -R richard:developers /server"".</p>

<p>I then set the permissions to read, write and execute for both 'richard' and the 'developers' group.</p>

<p>So surely, 'austin' should now be able to use the <code>svn update /server/staging</code> command? However, when he tries, he gets the error:</p>

<pre><code>svn: Can't open file '/server/staging/.svn/lock': Permission denied
</code></pre>

<p>If I recursively change the owner of /server to austin:developers, he can run the command just fine, but then 'richard' can't.</p>

<p>How do I fix the problem? I want to create a post-commit hook with to automatically deploy the staging site when files are committed, but I can't see a way for that to work for both users. The hook would be:</p>

<pre><code>/usr/bin/svn update /server/staging
</code></pre>

<p>Using the same user account for both of them wouldn't really be an acceptable solution, and I'm not aware of any way to run the command inside the hook as 'root'.</p>

<p>Any help is appreciated!</p>
","326176","richardhenry","3892259","","2015-01-26 14:16:45","2015-01-26 14:17:17","How can I setup the permissions in Linux so that two users can update the same SVN working copy on the server?","<linux><svn><permissions>","4","6","5","",""
"27429026","1","","","2014-12-11 17:13:05","","4","8009","<p>I'm a complete novice to computer architecture and the low level stuff that happens at the processor/memory level. I'll start by saying that. What i've done with computers has pretty much always been at the high level programming level. C++, Java, etc.</p>

<p>That being said, I'm currently reading a book that is starting to delve into the low level programming stuff, assembly, registers, pointers, etc. I'm having a hard time understanding how the EIP register works. </p>

<p>From what is said in the book, each memory address has one byte, and each byte has a memory address. </p>

<p>From what I'm reading about the EIP register, it points to the next set of instructions for the processor to do. While using debugging tools (GDB) to follow along in the book, if you were to examine memory at a particular location, say:</p>

<p>x/8xb it allegedly lets you examine the first 8 bytes at the memory address. But if each memory address has only 1 byte, I don't understand. Can someone help me understand this? I have looked for thorough explanations of how this register works and functions but I can't really find anything</p>
","4351043","Aldmeri ","387076","","2014-12-11 17:38:15","2014-12-11 17:38:15","Understanding how EIP (RIP) register works?","<assembly><x86><gdb><cpu-registers><computer-architecture>","0","5","1","",""
"406181","1","","","2009-01-02 06:35:13","","2","8009","<p>I have been assigned an assignment to create such a service in delphi which will track the <em>logged</em> in user activity on the computer. For this i have to</p>

<ol>
<li>I want my service to be run in the background and should store the name of every ACTIVE window in particular time events.</li>
<li>Learn how to create windows service in delphi</li>
</ol>

<p>How should I get started?</p>
","50820","alee","5640","Jon Skeet","2009-06-26 00:02:16","2009-06-26 16:21:26","How can I create a windows service in Delphi?","<delphi><windows-services>","3","2","1","",""
"24734","1","24755","","2008-08-24 00:40:48","","15","8009","<p>I'm trying to add support for stackoverflow feeds in my rss reader but <strong>SelectNodes</strong> and <strong>SelectSingleNode</strong> have no effect. This is probably something to do with ATOM and xml namespaces that I just don't understand yet.</p>

<p>I have gotten it to work by removing all attributes from the <strong>feed</strong> tag, but that's a hack and I would like to do it properly. So, how do you use <strong>SelectNodes</strong> with atom feeds?</p>

<p>Here's a snippet of the feed.</p>

<pre class=""lang-xml prettyprint-override""><code>&lt;?xml version=""1.0"" encoding=""utf-8""?&gt;
&lt;feed xmlns=""http://www.w3.org/2005/Atom"" xmlns:creativeCommons=""http://backend.userland.com/creativeCommonsRssModule"" xmlns:thr=""http://purl.org/syndication/thread/1.0""&gt;

&lt;title type=""html""&gt;StackOverflow.com - Questions tagged: c&lt;/title&gt;
&lt;link rel=""self"" href=""http://stackoverflow.com/feeds/tag/c"" type=""application/atom+xml"" /&gt;
&lt;subtitle&gt;Check out the latest from StackOverflow.com&lt;/subtitle&gt;
&lt;updated&gt;2008-08-24T12:25:30Z&lt;/updated&gt;
&lt;id&gt;http://stackoverflow.com/feeds/tag/c&lt;/id&gt;
&lt;creativeCommons:license&gt;http://www.creativecommons.org/licenses/by-nc/2.5/rdf&lt;/creativeCommons:license&gt;


 &lt;entry&gt;
   &lt;id&gt;http://stackoverflow.com/questions/22901/what-is-the-best-way-to-communicate-with-a-sql-server&lt;/id&gt;
   &lt;title type=""html""&gt;What is the best way to communicate with a SQL server?&lt;/title&gt;
   &lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""c"" /&gt;&lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""c++"" /&gt;&lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""sql"" /&gt;&lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""mysql"" /&gt;&lt;category scheme=""http://stackoverflow.com/feeds/tag/c/tags"" term=""database"" /&gt;  
   &lt;author&gt;&lt;name&gt;Ed&lt;/name&gt;&lt;/author&gt;
   &lt;link rel=""alternate"" href=""http://stackoverflow.com/questions/22901/what-is-the-best-way-to-communicate-with-a-sql-server"" /&gt;
   &lt;published&gt;2008-08-22T05:09:04Z&lt;/published&gt;
   &lt;updated&gt;2008-08-23T04:52:39Z&lt;/updated&gt;
   &lt;summary type=""html""&gt;&amp;lt;p&amp;gt;I am going to be using c/c++, and would like to know the best way to talk to a MySQL server.  Should I use the library that comes with the server installation?  Are they any good libraries I should consider other than the official one?&amp;lt;/p&amp;gt;&lt;/summary&gt;
   &lt;link rel=""replies"" type=""application/atom+xml"" href=""http://stackoverflow.com/feeds/question/22901/answers"" thr:count=""2""/&gt;
   &lt;thr:total&gt;2&lt;/thr:total&gt;
 &lt;/entry&gt;


&lt;/feed&gt;
</code></pre>

<p><br/></p>

<h2>The Solution</h2>

<pre><code>XmlDocument doc = new XmlDocument();
XmlNamespaceManager nsmgr = new XmlNamespaceManager(doc.NameTable);
nsmgr.AddNamespace(""atom"", ""http://www.w3.org/2005/Atom"");
doc.Load(feed);

// successful
XmlNodeList itemList = doc.DocumentElement.SelectNodes(""atom:entry"", nsmgr);
</code></pre>
","1147","sieben","2449905","sieben","2017-05-06 14:32:49","2017-05-06 14:32:49","SelectNodes not working on stackoverflow feed","<c#><.net><rss><atom-feed>","4","1","2","",""
"686591","1","686636","","2009-03-26 16:41:34","","4","8010","<p>I added a system property in my run.conf of my JBOSS like this:</p>

<pre><code>JAVA_OPTS=""$JAVA_OPTS -Dfoo=bar""
</code></pre>

<p>Now my question is, if there is a way to resolve this property in a web.xml file in a way something like this:</p>

<pre><code>...
&lt;context-param&gt;
  &lt;param-name&gt;contextConfigLocation&lt;/param-name&gt;
  &lt;param-value&gt;
    classpath:applicationContext-common.xml
    classpath:conf/${foo}/applicationContext-local.xml
  &lt;/param-value&gt;
&lt;/context-param&gt;
...
</code></pre>
","917","Mauli","204950","","2015-04-22 09:16:14","2015-04-22 09:16:14","Is there a way to resolve system properties in a web.xml file?","<java><servlets><jboss><web.xml>","4","0","1","",""
"15047","1","15207","","2008-08-18 18:31:08","","17","8010","<p>I'm working on a WinForm .Net application with the basic UI that includes toolbar buttons, menu items and keystrokes that all initiate the same underlying code. Right now the event handlers for each of these call a common method to perform the function.</p>

<p>From what I've read this type of action could be handled by the <a href=""http://www.dofactory.com/Patterns/PatternCommand.aspx"" rel=""noreferrer"">Command design pattern</a> with the additional benefit of automatically enabling/disabling or checking/unchecking the UI elements.</p>

<p>I've been searching the net for a good example project, but really haven't found one. Does anyone have a good example that can be shared?</p>
","1752","Rick","","","","2015-12-29 14:24:11","Looking for example of Command pattern for UI","<.net><design-patterns><command>","5","0","10","2018-11-15 05:50:38",""
"253338","1","566490","","2008-10-31 12:35:05","","23","8011","<p>Is there a way to get Visual Studio 2008 to do matching brace highlighting for Javascript?</p>

<p>If there is no way to do it in Studio, can it be done using ReSharper?</p>

<p>Thanks!!</p>
","10589","Steve Horn","","","","2012-10-03 00:51:06","Brace highlighting in Visual Studio for Javascript?","<javascript><visual-studio-2008><ide><resharper>","4","3","4","",""
"161368","1","163099","","2008-10-02 08:35:48","","6","8012","<p>We're moving a solution with 20+ projects from .net 2.0 to 3.5 and at the same time moving from Visual Studio 2005 to 2008. We're also at the same time switching from MS Entlib 2.0 to 4.0. </p>

<ul>
<li>Is there any reasons not to let the
Visual Studio wizard convert the
solution for us?</li>
<li>Is 3.5 fully backwards compatible
with 2.0?</li>
<li>Is Entlib 4.0 fully backwards compatible
with 2.0?</li>
</ul>

<p><strong>Edit:</strong> I might been a bit confused when I wrote this, the backwards compatability is supposed to mean; is there anything that exists in a 2.0 project that will not work/compile in 3.5</p>

<p>:)</p>

<p>//W</p>
","2538222","superwiren","2538222","superwiren","2008-10-02 08:50:13","2009-09-08 11:03:45","Pitfalls for converting a .net 2.0 solution to .net 3.5","<.net><visual-studio><migration><enterprise-library>","6","0","","",""
"665272","1","","","2009-03-20 07:46:26","","0","8012","<p>What is Widget in java?</p>
","80359","jaffar","17266","Dheer","2009-03-20 07:55:42","2009-03-20 08:55:25","Widgets in JAVA","<java><widget>","2","3","","2012-09-01 00:04:29",""
"498630","1","498798","","2009-01-31 10:46:37","","22","8012","<p>Is Django a good choice for a security critical application?</p>

<p>I am asking this because most of the online banking software is built using Java. Is there any real reason for this?</p>
","3885","Andrei Savu","63550","","2009-12-13 16:48:44","2010-04-16 17:18:42","Is Django a good choice for a security critical application?","<python><django><security>","7","2","1","",""
"436702","1","437037","","2009-01-12 19:36:07","","9","8013","<p>Since IE6 does not support the child selector (see <a href=""http://kimblim.dk/csstest/#ex1"" rel=""noreferrer"">http://kimblim.dk/csstest/#ex1</a>), what is the alternative when dealing with this browser?</p>

<p>I do not want to modify the markup, and I'd much much prefer a CSS-only solution...</p>

<p>And yes, it is the direct child that I wish to target.</p>

<p>Thanks!</p>
","1943","Ryan Shripat","1943","Ryan Shripat","2009-01-12 19:41:26","2011-06-08 19:56:56","What is the replacement for the child selector?","<css><internet-explorer-6><css-selectors>","8","0","5","",""
"530278","1","530783","","2009-02-09 22:16:38","","13","8014","<p>For my Programming 102 class we are asked to deliver C code that compiles and runs under Linux. I don't have enough spare space on my hard drive to install Linux alongside Windows, and so I use cygwin to compile my programs.</p>

<p>The most recent program I had to give in compiles and runs fine under cygwin. It compiles fine under Linux, but half-way through execution produces a segmentation fault. I explained this to the grad student who gives us class and he said that cygwin's version of GCC allows for sloppier code to be compiled and executed.</p>

<p>The few references I have found via google haven't been conclusive. One thread I found said that the cause for the seg fault under Linux is a memory leak. Why would this not affect the cygwin version?</p>

<p>I would use the University's computers, but I can't use Subversion on them which would significantly hinder my efforts. (I'm new to coding and often need to be able to be able to revert to X revisions ago).</p>

<p>Is cygwin's version of GCC really more 'lax' with the code it compiles? If so, are there any obvious issues to look out for when coding? Are there any alternatives for being able to write code that will run under Linux?</p>

<p><strong>Edit</strong></p>

<p>Thanks for the replies. I wasn't explicit enough in my original post: that there is a bug in my code was pretty much a given for me (I am quite new to programming, and really green when it comes to C, after all). My TA implied cygwin's GCC is a less reliable compiler -allowing for much sloppier code to run- than the one found under GNU/Linux. I found this strange and so had a search on the internet, but couldn't really find any references to that fact.</p>

<p>More than blaming the compiler vs. my code, I was wondering what the reason could be for the program to run under Windows and crash under Linux. The replies re: different memory managers and heap/stack layout under Windows/Linux were illustrating in that regard.</p>

<p>Would the conclusion that cygwin's GCC is just as 'good' as GNU/Linux', and it's the underlying operating systems/sheer luck that my buggy program runs under one and not the other be pretty much correct?</p>

<p>Regarding posting the source code, it's a homework assignment so I'd prefer to find the issue myself if at all possible :)</p>

<p><strong>Edit 2</strong></p>

<p>I've accepted jalf's answer as it talks about what makes the program run under Windows and not under Linux, which was what I really wanted to know. Thanks to everyone else who contributed, they were all very interesting and informative replies.</p>

<p>When I've found the issue and fixed it I'll upload a zip file with all the source code of this non-working version, in case anyone is curious to see what the hell I did :)</p>

<p><strong>Edit 3</strong></p>

<p>For those interested in seeing the code, I found the problem, and it was indeed due to pointers. I was trying to return a pointer from a function. The pointer I was trying to return was being declared inside the function and so was being destroyed once the function executed. Problematic code is commented out on lines 22-24.</p>

<p>Feel free to ridicule my code.</p>

<pre><code>/**
*  Returns array of valid searches based on current coordinate
*/
void determine_searches(int row, int col, int last_row, int last_col, int *active_search){
    // define coordinate categories and related valid search directions
    int Library0[] = {2, 3, 4, -1};
    int Library1[] = {4, 5, 6, -1};
    int Library2[] = {2, 3, 4, 5, 6, -1};
    int Library3[] = {0, 1, 2, 3, 4, 5, 6, 7, -1};
    int Library4[] = {0, 1, 2, -1};
    int Library5[] = {0, 6, 7, -1};
    int Library6[] = {0, 1, 2, 6, 7, -1};
    int Library7[] = {0, 1, 2, 3, 4, -1};
    int Library8[] = {0, 4, 5, 6, 7, -1};

    int * Library[] = { 
        Library0, Library1, Library2,
        Library3, Library4, Library5,
        Library6, Library7, Library8,
    };

    // declare (and assign memory to) the array of valid search directions that will be returned
    //int *active_search;
    //active_search = (int *) malloc(SEARCH_DIRECTIONS * sizeof(int));


    // determine which is the correct array of search directions based on the current coordinate
    // top left corner
        int i = 0;
    if(row == 0 &amp;&amp; col == 0){
        while(Library[0][i] != -1){
            active_search[i] = Library[0][i];
            i++;
        }
    }
    // top right corner
    else if(row == 0 &amp;&amp; col == last_col){
        while(Library[1][i] != -1){
            active_search[i] = Library[1][i];
            i++;
        }
    }
    // non-edge columns of first row
    else if(row == 0 &amp;&amp; (col != 0 || col != last_col)){
        while(Library[2][i] != -1){
            active_search[i] = Library[2][i];
            i++;
        }
    }
    // non-edge coordinates (no edge columns nor rows)
    else if(row != 0 &amp;&amp; row != last_row &amp;&amp; col != 0 &amp;&amp; col != last_col){
        while(Library[3][i] != -1){
            active_search[i] = Library[3][i];
            i++;
        }
    }
    // bottom left corner
    else if(row == last_row &amp;&amp; col == 0){
        while(Library[4][i] != -1){
            active_search[i] = Library[4][i];
            i++;
        }
    }
    // bottom right corner
    else if(row == last_row &amp;&amp; col == last_col){
        while(Library[5][i] != -1){
            active_search[i] = Library[5][i];
            i++;
        }
    }
    // non-edge columns of last row
    else if(row == last_row &amp;&amp; (col != 0 || col != last_col)){
        while(Library[6][i] != -1){
            active_search[i] = Library[6][i];
            i++;
        }
    }
    // non-edge rows of first column
    else if((row != 0 || row != last_row) &amp;&amp; col == 0){
        while(Library[7][i] != -1){
            active_search[i] = Library[7][i];
            i++;
        }
    }
    // non-edge rows of last column
    else if((row != 0 || row != last_row) &amp;&amp; col == last_col){
        while(Library[8][i] != -1){
            active_search[i] = Library[8][i];
            i++;
        }
    }
    active_search[i] = -1;
}
</code></pre>
","19927","bob esponja","1288","bob esponja","2012-09-16 15:53:13","2012-09-16 15:53:13","C program compiled with cygwin in Windows works, segmentation fault under Linux. Is cygwin GCC 'bad'?","<c><gcc><cygwin>","11","10","2","",""
"93361","1","93441","","2008-09-18 15:01:26","","15","8014","<p>We're testing our ClickOnce deployed application internally on IIS (Internet Information Services), but we're wondering if we can deploy it to the wider internet using Apache on Linux so we can make use of our existing external website host.</p>

<p>If so, is there anything else I need to consider other than as specifying the correct mime types such as <code>.application</code> and <code>.deploy</code>?</p>
","5662","Andrew","","","","2008-12-19 20:10:39","Can I serve a ClickOnce application with Apache?","<apache><deployment><clickonce>","2","0","3","",""
"458602","1","4095639","","2009-01-19 18:23:11","","10","8014","<p>We have a 2008 solution that has a file system website as part of the solution. This solution is under source control with Team Foundation Server. Every time the solution is closed it either checks out a file called vwd.webinfo or attempts to and complains that someone else already has it checked out.</p>

<p>Removing the file from source control does not fix the issue because it gets re-added automatically for some reason.</p>

<p>Why does this happen and is there something we can do about it to remove this nag?</p>

<p>Thanks a lot!</p>
","2849","Chris Conway","6296561","","2018-01-28 10:44:53","2018-01-28 10:44:53","Why does vwd.webinfo always get automatically checked out from source control?","<visual-studio><tfs><visual-studio-2008><web-site-project><vcs-checkout>","3","0","1","",""
"355687","1","365233","","2008-12-10 10:59:28","","1","8016","<p>How do we write below pseudo code in db2,</p>

<pre><code>If (Proc exists)
  Drop Proc
  Create Proc
Else
 Create Proc
</code></pre>

<p>One solution I found, after googling is to ignore the return codes. Do we have a more elegant way to do this?</p>

<p>Thanks</p>

<hr>

<p>Update: With the help of the answer below we wrote a proc as below to drop the procedures</p>

<pre><code>  CREATE PROCEDURE SVCASNDB.DROPSP(IN P_SPECIFICNAME VARCHAR(128))
        SPECIFIC DROPSP

        P1: BEGIN


        -- Drop the SP if it already exists
        if exists (SELECT SPECIFICNAME FROM SYSIBM.SYSROUTINES WHERE SPECIFICNAME = trim(upper(p_SpecificName))) then
            begin
                DECLARE v_StmtString VARCHAR (1024);
                SET v_StmtString = 'DROP SPECIFIC PROCEDURE SCHEMA.' || p_SpecificName;
                PREPARE stmt1 FROM v_StmtString ;
                EXECUTE stmt1;
            end;
        end if;

    END P1
</code></pre>
","26036","gk","26036","gk","2008-12-29 06:08:03","2016-03-04 19:15:07","How to check a procedure/view/table exists or not before dropping it in db2 9.1?","<database><db2>","1","0","","",""
"595279","1","595298","","2009-02-27 15:43:32","","28","8016","<p>What are the most noticable differences between Google Protocol Buffers and ASN.1 (with PER-encoding)? For my project the most imporant issue is the size of the serialized data. Has anyone done any data-size comparisons between the two?</p>
","71354","Yrlec","18061","Gamecat","2009-02-27 15:46:03","2014-10-23 10:13:32","How does Google Protocol Buffers compare to ASN.1","<performance><serialization><protocol-buffers><asn.1>","3","1","6","",""
"113352","1","118622","","2008-09-22 05:52:50","","8","8016","<p>I have this view set:</p>

<pre><code>glMatrixMode(GL_MODELVIEW); //Switch to the drawing perspective
glLoadIdentity(); //Reset the drawing perspective
</code></pre>

<p>and I get a screen position (sx, sy) from a mouse click.</p>

<p>Given a value of z, how can I calculate x and y in 3d-space from sx and sy?</p>
","116","Mark Harrison","","","","2008-09-23 01:24:42","OpenGL: projecting mouse click onto geometry","<opengl><graphics>","4","0","3","",""
"18533","1","18539","","2008-08-20 18:36:02","","20","8017","<p>I've found myself increasingly unsatisfied with the DataSet/DataTable/DataRow paradigm in .Net, mostly because it's often a couple of steps more complicated than what I really want to do.  In cases where I'm binding to controls, DataSets are fine.  But in other cases, there seems to be a fair amount of mental overhead.</p>

<p>I've played a bit with SqlDataReader, and that seems to be good for simple jaunts through a select, but I feel like there may be some other models lurking in .Net that are useful to learn more about.  I feel like all of the help I find on this just uses DataSet by default.  Maybe that and DataReader really are the best options.</p>

<p>I'm not looking for a best/worst breakdown, just curious what my options are and what experiences you've had with them.  Thanks!</p>

<p>-Eric Sipple</p>
","111","saalon","-1","","2008-09-09 22:13:42","2011-10-02 18:16:04","C#: What Else Do You Use Besides DataSet","<c#><.net><sql><dataset>","13","0","3","",""
